NAME,ST,stabbr,pop_2010,pop_2000,pop_1990,pop_1980,pop_1970,pop_1960,pop_1950,pop_1940,pop_1930,pop_1920,pop_1910,pop_1900
Joice,Iowa,ia,222,231,245,223,201,231,244,263,225,233,0,0
Jolley,Iowa,ia,41,54,68,91,112,120,195,161,174,300,250,266
Kalona,Iowa,ia,2363,2293,1942,1862,1488,1235,947,765,704,632,466,530
Kamrar,Iowa,ia,199,229,203,225,243,268,261,288,286,256,262,223
Kanawha,Iowa,ia,652,739,763,756,822,735,747,767,609,659,398,0
Kellerton,Iowa,ia,315,372,314,278,299,341,483,563,540,693,508,458
Kelley,Iowa,ia,309,300,246,237,235,239,244,159,179,192,231,187
Kellogg,Iowa,ia,599,606,626,654,607,623,670,648,580,603,610,653
Kensett,Iowa,ia,266,280,298,360,361,409,424,392,394,388,360,459
Keokuk,Iowa,ia,10780,11427,12451,13536,14631,16316,16144,15076,15106,14423,14008,14641
Keomah Village,Iowa,ia,84,97,99,99,0,0,0,0,0,0,0,0
Keosauqua,Iowa,ia,1006,1066,1020,1003,1018,1023,1101,1040,855,851,1009,1117
Keota,Iowa,ia,1009,1025,1000,1034,1112,1096,1145,1032,955,1025,988,996
Keswick,Iowa,ia,246,295,284,300,257,265,276,107,358,354,0,0
Keystone,Iowa,ia,622,687,568,618,549,522,438,466,499,558,412,405
Kimballton,Iowa,ia,322,342,289,362,343,380,428,349,378,382,271,0
Kingsley,Iowa,ia,1411,1245,1129,1209,1097,1044,1098,1145,1093,1072,977,720
Kinross,Iowa,ia,73,80,89,79,98,103,105,109,137,138,142,132
Kirkman,Iowa,ia,64,76,98,95,72,92,131,185,183,204,180,203
Kirkville,Iowa,ia,167,214,177,220,222,203,213,241,206,210,299,402
Kiron,Iowa,ia,279,273,301,317,275,271,255,260,259,294,207,89
Klemme,Iowa,ia,507,593,587,620,554,615,555,528,463,468,306,262
Knierim,Iowa,ia,60,70,71,125,131,153,133,159,121,173,220,0
Knoxville,Iowa,ia,7313,7731,8232,8143,7755,7817,7625,6936,4697,3523,3190,3131
La Motte,Iowa,ia,260,272,219,322,326,323,280,272,275,327,288,272
La Porte City,Iowa,ia,2285,2275,2128,2324,2256,1953,1770,1594,1470,1443,1233,1419
Lacona,Iowa,ia,361,360,357,376,424,396,430,424,443,502,517,496
Ladora,Iowa,ia,283,287,308,289,321,307,273,300,284,340,260,239
Lake City,Iowa,ia,1727,1787,1841,2006,1910,2114,2308,2216,2012,2110,2043,2703
Lake Mills,Iowa,ia,2100,2140,2143,2281,2124,1758,1560,1677,1474,1529,1214,1293
Lake Park,Iowa,ia,1105,1023,996,1123,918,952,924,828,708,789,552,541
Lake View,Iowa,ia,1142,1278,1303,1291,1249,1165,1158,1082,993,838,514,591
Lakeside,Iowa,ia,596,484,522,589,353,306,219,103,0,0,0,0
Lakota,Iowa,ia,255,255,281,330,385,459,443,457,409,472,436,384
Lambs Grove,Iowa,ia,172,225,212,228,239,234,0,0,0,0,0,0
Lamoni,Iowa,ia,2324,2444,2319,2705,2540,2173,2196,1567,1739,1787,1541,1540
Lamont,Iowa,ia,461,503,471,554,498,554,574,589,521,495,571,636
Lanesboro,Iowa,ia,121,152,182,196,203,258,280,289,270,282,268,0
Lansing,Iowa,ia,999,1012,1007,1181,1227,1325,1536,1388,1321,1447,1542,1438
Larchwood,Iowa,ia,866,788,739,701,611,531,415,405,382,441,434,450
Larrabee,Iowa,ia,132,149,175,169,167,167,158,189,189,206,158,125
Latimer,Iowa,ia,507,535,430,441,393,445,434,416,352,359,378,0
Laurel,Iowa,ia,239,266,271,278,245,223,257,232,232,195,179,0
Laurens,Iowa,ia,1258,1476,1550,1606,1792,1799,1556,1304,1071,914,817,853
Lawler,Iowa,ia,439,461,517,534,513,532,539,542,476,631,601,646
Lawton,Iowa,ia,908,697,482,447,406,324,254,263,259,243,138,0
Le Claire,Iowa,ia,3765,2847,2734,2899,2520,1546,1124,881,691,724,690,997
Le Grand,Iowa,ia,938,883,854,921,565,465,393,329,382,320,338,408
Le Mars,Iowa,ia,9826,9237,8454,8276,8159,6767,5844,5353,4788,4683,4157,4146
Le Roy,Iowa,ia,15,13,34,31,43,70,91,129,142,174,185,0
Ledyard,Iowa,ia,130,147,164,215,240,289,327,317,245,246,222,257
Lehigh,Iowa,ia,416,497,536,654,739,846,881,1004,996,1090,928,806
Leighton,Iowa,ia,162,153,142,137,140,167,118,128,115,130,0,0
Leland,Iowa,ia,289,258,311,274,223,209,209,235,164,180,188,215
Lenox,Iowa,ia,1407,1401,1303,1338,1215,1178,1171,1220,1171,1197,1274,1014
Leon,Iowa,ia,1977,1983,2047,2094,2142,2004,2139,2307,2006,2193,1991,1905
Lester,Iowa,ia,294,251,257,274,238,239,217,286,231,250,244,225
Letts,Iowa,ia,384,392,390,473,434,392,404,362,329,417,433,387
Lewis,Iowa,ia,433,438,433,497,526,501,511,557,589,607,603,613
Libertyville,Iowa,ia,315,325,264,281,329,368,311,310,268,321,0,0
Lidderdale,Iowa,ia,180,186,202,197,173,201,180,208,211,163,114,0
Lime Springs,Iowa,ia,505,496,438,476,497,581,551,567,539,595,498,605
Lincoln,Iowa,ia,162,182,173,202,184,183,194,167,162,146,0,0
Linden,Iowa,ia,199,226,201,264,278,258,290,298,314,267,315,314
Lineville,Iowa,ia,217,273,289,319,385,452,482,520,531,707,600,690
Linn Grove,Iowa,ia,154,211,194,205,240,330,320,402,360,433,0,0
Lisbon,Iowa,ia,2152,1898,1452,1458,1329,1227,952,873,795,803,846,956
Liscomb,Iowa,ia,301,272,258,296,328,295,278,340,326,347,354,338
Little Rock,Iowa,ia,459,489,493,490,531,564,533,633,585,573,471,399
Little Sioux,Iowa,ia,170,217,205,251,239,295,349,434,400,436,390,427
Livermore,Iowa,ia,384,431,436,490,510,545,615,736,666,648,578,618
Lockridge,Iowa,ia,268,275,270,271,232,206,233,279,231,230,0,0
Logan,Iowa,ia,1534,1545,1401,1540,1526,1605,1550,1700,1654,1637,1453,1377
Lohrville,Iowa,ia,368,431,453,521,553,653,698,776,776,727,674,597
Lone Rock,Iowa,ia,146,157,185,169,166,165,188,170,1591,93,0,0
Lone Tree,Iowa,ia,1300,1151,979,1014,834,717,639,651,627,673,782,600
Long Grove,Iowa,ia,808,597,605,596,269,182,156,139,134,158,0,0
Lorimor,Iowa,ia,360,427,377,405,346,460,505,614,577,678,645,587
Lost Nation,Iowa,ia,446,497,467,524,547,567,557,493,493,537,523,0
Lovilia,Iowa,ia,538,583,551,637,640,630,619,852,727,958,552,0
Low Moor,Iowa,ia,288,240,280,346,347,343,279,252,271,277,253,318
Lowden,Iowa,ia,789,794,726,717,667,641,642,645,697,655,584,544
Lu Verne,Iowa,ia,261,299,328,418,380,468,553,576,570,610,501,534
Luana,Iowa,ia,269,249,190,246,225,276,220,204,186,181,0,0
Lucas,Iowa,ia,216,243,224,292,247,357,420,534,514,614,666,1132
Luther,Iowa,ia,122,158,154,155,189,147,131,145,137,145,130,0
Luxemburg,Iowa,ia,240,246,257,271,185,159,120,124,105,93,0,0
Luzerne,Iowa,ia,96,105,110,114,134,136,186,135,149,180,160,169
Lynnville,Iowa,ia,379,366,393,406,381,411,406,427,426,461,370,347
Lytton,Iowa,ia,315,305,320,377,378,376,373,335,373,278,0,0
Macedonia,Iowa,ia,246,325,262,279,330,290,298,329,314,352,357,295
Macksburg,Iowa,ia,113,142,110,132,142,174,220,255,218,228,197,235
Madrid,Iowa,ia,2543,2264,2395,2281,2448,2286,1829,2074,2061,1783,1191,1021
Magnolia,Iowa,ia,183,200,204,207,206,215,207,242,271,299,311,0
Maharishi Vedic City,Iowa,ia,259,0,0,0,0,0,0,0,0,0,0,0
Malcom,Iowa,ia,287,352,447,418,388,416,406,447,381,413,377,404
Mallard,Iowa,ia,274,298,360,407,384,431,399,438,449,431,331,292
Maloy,Iowa,ia,29,28,36,38,45,68,90,95,112,121,127,0
Malvern,Iowa,ia,1142,1256,1210,1244,1158,1193,1263,1325,1320,1195,1154,1166
Manchester,Iowa,ia,5179,5257,5137,4942,4641,4402,3987,3762,3413,3111,2758,2887
Manilla,Iowa,ia,776,839,898,1020,943,939,1035,1040,1032,1142,875,773
Manly,Iowa,ia,1323,1342,1349,1496,1294,1425,1473,1445,1447,1476,346,359
Manning,Iowa,ia,1500,1490,1484,1609,1656,1676,1801,1748,1817,1863,1434,1169
Manson,Iowa,ia,1690,1893,1844,1924,1993,1789,1622,1429,1382,1409,1236,1424
Mapleton,Iowa,ia,1224,1416,1294,1495,1647,1686,1857,1824,1622,1367,1100,1099
Maquoketa,Iowa,ia,6141,6112,6111,6313,5677,5909,4307,4076,3595,3626,3570,3777
Marathon,Iowa,ia,237,302,320,442,447,516,565,597,573,520,532,659
Marble Rock,Iowa,ia,307,326,361,419,461,442,470,660,441,483,480,573
Marcus,Iowa,ia,1117,1139,1171,1206,1272,1307,1263,1206,1138,1091,896,718
Marengo,Iowa,ia,2528,2535,2270,2308,2235,2264,2151,2260,2112,2048,1786,2007
Marion,Iowa,ia,34768,26294,20403,19474,18028,10882,5916,4721,4348,4138,4400,4102
Marne,Iowa,ia,120,149,149,162,187,205,214,245,255,284,266,410
Marquette,Iowa,ia,375,421,479,528,509,572,641,747,814,923,588,616
Marshalltown,Iowa,ia,27552,26009,25178,26938,26219,22521,19821,19240,17373,15731,13374,11544
Martelle,Iowa,ia,255,280,290,316,341,247,228,215,185,156,178,158
Martensdale,Iowa,ia,465,467,491,438,306,316,161,172,139,0,0,0
Martinsburg,Iowa,ia,112,126,157,174,140,172,219,218,2232,78,285,332
Marysville,Iowa,ia,66,54,65,84,91,113,165,203,149,234,319,322
Mason City,Iowa,ia,28079,29172,29040,30144,30379,30642,27980,27080,23304,20065,11230,6746
Masonville,Iowa,ia,127,104,129,150,147,168,133,176,207,250,282,0
Massena,Iowa,ia,355,414,372,518,433,456,459,479,475,500,490,475
Matlock,Iowa,ia,87,83,92,109,89,103,104,112,103,94,118,94
Maurice,Iowa,ia,275,254,243,288,266,237,256,272,274,329,290,280
Maxwell,Iowa,ia,920,807,788,783,758,773,802,812,721,811,754,810
Maynard,Iowa,ia,518,500,513,561,503,515,455,432,409,387,382,495
Maysville,Iowa,ia,176,163,170,151,170,126,70,44,57,85,55,0
McCallsburg,Iowa,ia,333,318,292,304,307,272,290,278,330,261,309,0
McCausland,Iowa,ia,291,299,308,381,226,173,150,115,104,110,106,0
McClelland,Iowa,ia,151,129,139,177,146,150,159,165,161,142,134,0
McGregor,Iowa,ia,871,871,797,945,990,1040,1138,1309,1299,1289,1259,1498
McIntire,Iowa,ia,122,173,147,197,234,270,300,300,268,514,487,427
Mechanicsville,Iowa,ia,1146,1173,1012,1166,989,1010,850,821,781,812,817,703
Mediapolis,Iowa,ia,1560,1644,1637,1685,1242,1040,834,806,793,780,858,725
Melbourne,Iowa,ia,830,794,669,732,661,517,510,480,426,481,423,366
Melcher-Dallas,Iowa,ia,1288,1298,1302,0,0,867,898,1290,0,0,0,0
Melrose,Iowa,ia,112,130,150,218,192,214,310,451,417,450,459,400
Melvin,Iowa,ia,214,243,250,277,325,364,325,328,301,282,195,0
Menlo,Iowa,ia,353,365,356,410,391,421,421,441,500,476,382,428
Meriden,Iowa,ia,159,184,193,233,167,192,164,200,188,218,246,432
Merrill,Iowa,ia,755,754,729,737,790,645,605,547,605,633,520,389
Meservey,Iowa,ia,256,252,292,324,354,331,297,282,255,282,193,193
Middletown,Iowa,ia,318,535,386,487,443,245,229,134,126,112,0,0
Miles,Iowa,ia,445,462,409,398,409,376,344,314,319,333,334,385
Milford,Iowa,ia,2898,2474,2170,2076,1668,1476,1375,1202,1062,908,575,485
Millersburg,Iowa,ia,159,184,188,184,187,186,200,177,198,210,0,0
Millerton,Iowa,ia,45,48,44,72,82,90,140,163,162,159,0,0
Millville,Iowa,ia,30,23,20,50,27,0,0,0,0,0,0,0
Milo,Iowa,ia,775,839,864,778,561,468,525,528,542,560,519,585
Milton,Iowa,ia,443,550,506,567,567,609,719,809,771,845,913,849
Minburn,Iowa,ia,365,391,346,390,378,357,353,335,328,418,388,317
Minden,Iowa,ia,599,564,498,483,433,355,328,310,377,381,423,328
Mingo,Iowa,ia,302,269,252,303,260,260,227,290,313,324,246,0
Missouri Valley,Iowa,ia,2838,2992,2888,3107,3519,3567,3546,3994,4230,3985,3187,4010
Mitchell,Iowa,ia,138,155,170,193,233,237,168,161,177,195,231,245
Mitchellville,Iowa,ia,2254,1715,1670,1530,1341,957,906,769,702,752,869,768
Modale,Iowa,ia,283,303,289,373,297,276,283,385,359,381,387,383
Mondamin,Iowa,ia,402,423,403,423,420,436,489,610,534,508,420,384
Monmouth,Iowa,ia,153,180,169,210,257,291,198,190,198,200,221,281
Monona,Iowa,ia,1549,1550,1520,1530,1395,1346,1346,1191,1163,1049,792,674
Monroe,Iowa,ia,1830,1808,1739,1875,1389,1366,1108,1015,936,936,800,917
Montezuma,Iowa,ia,1462,1440,1651,1485,1353,1416,1460,1477,1257,1273,1172,1210
Monticello,Iowa,ia,3796,3607,3522,3641,3509,3190,2888,2546,2259,2257,2043,2104
Montour,Iowa,ia,249,285,312,387,334,452,380,393,370,409,383,502
Montrose,Iowa,ia,898,957,957,1038,735,632,643,592,621,549,708,748
Moorhead,Iowa,ia,226,232,259,264,271,313,392,421,372,381,366,200
Moorland,Iowa,ia,169,197,209,257,269,281,248,215,179,181,137,0
Moravia,Iowa,ia,665,713,679,706,699,621,652,731,684,837,682,632
Morley,Iowa,ia,115,88,85,94,123,124,157,119,117,0,0,0
Morning Sun,Iowa,ia,836,872,841,959,906,875,939,861,856,751,897,948
Morrison,Iowa,ia,94,97,113,146,136,139,169,161,173,207,173,176
Moulton,Iowa,ia,605,658,613,762,763,773,985,1181,1476,1387,1233,1420
Mount Auburn,Iowa,ia,150,160,134,188,200,186,216,223,196,249,228,0
Mount Ayr,Iowa,ia,1691,1822,1796,1938,1762,1738,1793,1930,1704,1738,1646,1729
Mount Pleasant,Iowa,ia,8668,8751,8027,7322,7007,7339,5843,4610,3743,3987,3874,4109
Mount Union,Iowa,ia,107,132,140,145,173,176,167,186,167,225,195,0
Mount Vernon,Iowa,ia,4506,3390,3657,3325,3018,2593,2320,1489,1441,1466,1532,1629
Moville,Iowa,ia,1618,1583,1306,1273,1198,1156,964,973,911,878,552,507
Murray,Iowa,ia,756,766,731,703,620,613,767,857,828,847,796,949
Muscatine,Iowa,ia,22886,22697,22881,23467,22405,20997,19041,18286,16778,16068,16178,14073
Mystic,Iowa,ia,425,588,545,665,696,761,1233,1822,1953,2796,2663,1758
Nashua,Iowa,ia,1663,1618,1476,1846,1712,1737,1609,1439,1363,1317,1102,1268
Nemaha,Iowa,ia,85,102,112,120,117,151,184,169,146,166,0,0
Neola,Iowa,ia,842,845,894,839,968,870,839,841,844,896,926,921
Nevada,Iowa,ia,6798,6658,6009,5912,4952,4227,3763,3353,3133,2668,2138,2472
New Albin,Iowa,ia,522,527,534,609,644,643,568,602,556,683,588,543
New Hampton,Iowa,ia,3571,3692,3660,3940,3621,3456,3323,2933,2458,2539,2275,2339
New Hartford,Iowa,ia,516,659,683,764,690,649,584,548,500,454,482,570
New Liberty,Iowa,ia,137,121,139,136,141,145,126,125,103,116,93,0
New London,Iowa,ia,1897,1937,1922,2043,1900,1694,1510,1340,1336,1144,1144,1003
New Market,Iowa,ia,415,456,454,554,501,506,573,681,630,745,673,600
New Providence,Iowa,ia,228,227,240,249,208,206,212,236,262,255,246,268
New Sharon,Iowa,ia,1293,1301,1136,1225,944,1063,1089,1214,1052,1084,1122,1252
New Vienna,Iowa,ia,407,400,376,430,392,265,204,229,229,241,188,245
New Virginia,Iowa,ia,489,469,433,512,452,381,342,410,404,424,396,0
Newell,Iowa,ia,876,887,1089,913,877,893,884,854,812,809,728,762
Newhall,Iowa,ia,875,886,854,899,701,495,366,330,336,293,0,0
Newton,Iowa,ia,15254,15579,14789,15292,15619,15381,11723,10462,11560,6627,4616,3682
Nichols,Iowa,ia,374,374,366,375,396,329,348,357,369,387,396,398
Nodaway,Iowa,ia,114,132,153,185,176,204,233,270,334,340,323,0
Nora Springs,Iowa,ia,1431,1532,1505,1572,1337,1275,1257,1198,1070,1055,985,1209
North Buena Vista,Iowa,ia,121,124,145,155,118,150,148,203,183,144,162,0
North English,Iowa,ia,1041,991,944,990,965,1004,853,865,780,933,848,683
North Liberty,Iowa,ia,13374,5367,2926,2046,1055,334,309,282,161,171,0,0
North Washington,Iowa,ia,117,118,107,142,134,156,159,138,110,124,132,0
Northboro,Iowa,ia,58,60,78,115,115,135,167,182,246,228,197,0
Northwood,Iowa,ia,1989,2050,1940,2193,1950,1768,1767,1724,1554,1597,1264,1271
Norwalk,Iowa,ia,8945,6884,5726,2676,1745,1328,435,377,336,331,315,287
Norway,Iowa,ia,545,601,583,633,554,516,441,407,448,468,479,533
Numa,Iowa,ia,92,109,151,205,165,202,248,322,399,602,659,0
Oakland,Iowa,ia,1527,1487,1496,1552,1603,1340,1296,1317,1181,1188,1105,913
Oakland Acres,Iowa,ia,156,166,152,139,0,0,0,0,0,0,0,0
Oakville,Iowa,ia,173,439,442,470,369,346,360,391,389,466,389,0
Ocheyedan,Iowa,ia,490,536,539,599,545,662,700,712,627,686,595,599
Odebolt,Iowa,ia,1013,1153,1158,1299,1323,1331,1279,1350,1388,1445,1283,1432
Oelwein,Iowa,ia,6415,6692,6493,7564,7735,8282,7858,7801,7794,7455,6028,5142
Ogden,Iowa,ia,2044,2023,1909,1953,1661,1525,1486,1513,1429,1451,1298,993
Okoboji,Iowa,ia,807,820,775,559,361,330,336,271,176,0,0,0
Olds,Iowa,ia,229,249,205,225,206,189,187,203,227,186,165,0
Olin,Iowa,ia,698,716,663,735,710,703,626,707,632,718,659,692
Ollie,Iowa,ia,215,224,207,232,268,291,298,294,294,385,289,238
Onawa,Iowa,ia,2998,3091,2936,3283,3154,3176,3498,3438,2538,2256,2026,1933
Onslow,Iowa,ia,197,223,216,218,253,269,244,230,210,218,207,263
Orange City,Iowa,ia,6004,5582,4940,4588,3572,2707,2166,1920,1727,1632,1374,1457
Orchard,Iowa,ia,71,88,93,95,115,116,114,126,158,124,0,0
Orient,Iowa,ia,408,402,376,416,324,341,427,442,433,500,373,359
Orleans,Iowa,ia,608,583,560,546,396,280,317,244,126,123,105,92
Osage,Iowa,ia,3619,3451,3439,3718,3815,3753,3436,3196,2964,2878,2445,2734
Osceola,Iowa,ia,4929,4659,4164,3750,3124,3350,3422,3281,2871,2684,2416,2505
Oskaloosa,Iowa,ia,11463,10938,10632,10989,11224,11053,11124,11024,10123,9427,9466,9212
Ossian,Iowa,ia,845,853,810,829,847,827,804,822,740,858,749,670
Osterdock,Iowa,ia,59,50,49,35,59,45,51,78,92,103,97,0
Otho,Iowa,ia,542,571,529,692,581,593,0,0,0,0,0,0
Oto,Iowa,ia,108,145,118,172,203,221,302,410,370,333,268,396
Ottosen,Iowa,ia,55,61,72,92,93,92,127,152,191,234,147,0
Ottumwa,Iowa,ia,25023,24998,24488,27381,29610,33871,33631,31570,28075,23003,22012,18197
Owasa,Iowa,ia,43,38,37,65,69,104,100,117,83,0,0,0
Oxford,Iowa,ia,807,705,663,676,666,633,543,542,521,580,614,664
Oxford Junction,Iowa,ia,496,573,581,600,666,725,663,705,759,807,822,780
Oyens,Iowa,ia,103,132,113,146,145,114,95,104,106,100,94,0
Pacific Junction,Iowa,ia,471,507,548,511,505,560,550,558,594,666,501,732
Packwood,Iowa,ia,204,223,208,210,157,215,211,256,208,294,264,284
Palmer,Iowa,ia,165,214,230,288,264,271,296,305,297,282,177,0
Palo,Iowa,ia,1026,614,514,529,430,387,285,250,205,224,208,0
Panama,Iowa,ia,221,212,201,229,221,257,230,255,256,220,232,221
Panora,Iowa,ia,1124,1175,1100,1211,982,1019,1062,1169,1014,866,1080,958
Panorama Park,Iowa,ia,129,111,127,145,219,140,0,0,0,0,0,0
Parkersburg,Iowa,ia,1870,1889,1804,1968,1631,1468,1300,1260,1046,1108,938,1164
Parnell,Iowa,ia,193,220,209,234,175,200,206,263,262,325,369,318
Paton,Iowa,ia,236,265,255,291,329,370,404,394,388,414,358,328
Patterson,Iowa,ia,130,126,128,138,120,157,133,166,123,136,147,163
Paullina,Iowa,ia,1056,1124,1134,1224,1257,1329,1289,1230,1013,987,796,617
Pella,Iowa,ia,10352,9832,9270,8349,6668,5198,4427,3638,3326,3338,3021,2623
Peosta,Iowa,ia,1377,651,128,120,57,50,60,45,0,0,0,0
Perry,Iowa,ia,7702,7633,6652,7053,6906,6442,6174,5977,5831,5642,4630,3986
Persia,Iowa,ia,319,363,312,355,316,322,373,395,396,380,358,361
Peterson,Iowa,ia,334,372,390,470,469,565,589,603,598,580,480,521
Pierson,Iowa,ia,366,371,341,408,421,425,453,531,551,554,416,358
Pilot Mound,Iowa,ia,173,214,199,223,214,196,246,282,274,311,347,315
Pioneer,Iowa,ia,23,21,46,40,56,448,83,129,98,84,92,0
Pisgah,Iowa,ia,251,316,268,307,286,343,327,397,400,421,212,0
Plainfield,Iowa,ia,436,438,455,469,446,445,387,362,293,303,288,320
Plano,Iowa,ia,70,58,75,111,109,87,106,209,153,272,0,0
Pleasant Hill,Iowa,ia,8785,5070,3671,3493,1535,397,0,0,0,0,0,0
Pleasant Plain,Iowa,ia,93,131,128,144,121,147,148,171,175,164,174,280
Pleasanton,Iowa,ia,49,37,58,75,62,103,130,180,177,266,200,164
Pleasantville,Iowa,ia,1694,1539,1536,1531,1297,1025,893,895,757,859,691,738
Plover,Iowa,ia,77,95,101,135,129,182,243,280,266,246,0,0
Plymouth,Iowa,ia,382,429,453,463,461,422,395,427,388,366,358,0
Pocahontas,Iowa,ia,1789,1970,2085,2352,2338,2011,1949,1730,1308,1302,987,625
Polk City,Iowa,ia,3418,2344,1908,1658,715,567,336,343,295,277,310,438
Pomeroy,Iowa,ia,662,710,762,895,765,816,868,843,826,874,815,910
Popejoy,Iowa,ia,79,78,92,112,147,190,201,199,207,204,200,0
Portsmouth,Iowa,ia,195,225,209,240,239,232,299,320,328,280,347,816
Postville,Iowa,ia,2227,2273,1472,1475,1546,1554,1343,1194,1060,1039,952,984
Prairie City,Iowa,ia,1680,1365,1360,1278,1141,943,834,831,793,780,764,808
Prairieburg,Iowa,ia,178,175,213,197,182,226,210,193,168,176,187,0
Prescott,Iowa,ia,257,266,287,349,305,331,372,400,442,429,426,446
Preston,Iowa,ia,1012,949,1025,1120,950,819,684,602,596,648,642,593
Primghar,Iowa,ia,909,891,950,1050,995,1131,1152,1081,962,921,733,814
Princeton,Iowa,ia,886,946,806,965,633,580,495,414,373,414,379,456
Promise City,Iowa,ia,111,105,132,149,148,161,218,225,226,267,274,0
Protivin,Iowa,ia,283,317,305,368,333,302,283,290,277,201,163,136
Pulaski,Iowa,ia,260,249,221,267,255,299,381,400,376,419,382,302
Quasqueton,Iowa,ia,554,574,579,599,464,373,374,400,342,453,394,0
Quimby,Iowa,ia,319,368,334,424,395,369,398,363,318,363,268,0
Radcliffe,Iowa,ia,545,607,574,593,548,615,638,631,627,708,660,645
Rake,Iowa,ia,225,227,238,283,324,328,351,329,310,254,163,0
Ralston,Iowa,ia,79,98,119,108,129,143,166,202,184,200,175,0
Randalia,Iowa,ia,68,84,88,101,81,114,132,121,123,113,123,117
Randall,Iowa,ia,173,148,161,171,179,201,202,0,0,0,0,0
Randolph,Iowa,ia,168,209,243,223,214,257,295,379,344,404,304,373
Rathbun,Iowa,ia,89,88,89,93,113,203,229,352,299,630,382,270
Raymond,Iowa,ia,788,537,619,655,582,378,0,0,0,0,0,0
Readlyn,Iowa,ia,808,786,773,858,616,547,468,426,385,403,227,0
Reasnor,Iowa,ia,152,194,191,277,284,224,227,221,229,226,0,0
Red Oak,Iowa,ia,5742,6197,6264,6810,6210,6421,6526,5763,5778,5578,4830,4355
Redding,Iowa,ia,82,78,119,91,111,129,200,246,272,289,269,311
Redfield,Iowa,ia,835,833,883,959,921,966,892,898,870,770,659,509
Reinbeck,Iowa,ia,1664,1751,1605,1808,1711,1621,1460,1429,1425,1415,1205,1203
Rembrandt,Iowa,ia,203,228,229,291,250,265,296,302,263,270,128,0
Remsen,Iowa,ia,1663,1762,1513,1592,1367,1338,1280,1196,1181,1144,1076,835
Renwick,Iowa,ia,242,306,287,410,429,477,474,470,491,501,372,350
Rhodes,Iowa,ia,305,294,272,367,347,358,369,379,450,439,448,476
Riceville,Iowa,ia,785,840,827,919,877,898,962,910,807,960,844,804
Richland,Iowa,ia,584,587,522,600,595,546,591,614,713,639,613,534
Rickardsville,Iowa,ia,182,191,171,215,193,0,0,0,0,0,0,0
Ricketts,Iowa,ia,145,144,105,143,141,133,166,167,157,161,102,0
Ridgeway,Iowa,ia,315,293,295,308,218,267,307,323,348,349,354,371
Rinard,Iowa,ia,52,72,71,97,88,99,115,143,140,160,0,0
Ringsted,Iowa,ia,422,436,481,557,509,559,578,508,486,599,313,0
Rippey,Iowa,ia,292,319,275,304,270,331,354,421,357,409,407,395
Riverdale,Iowa,ia,405,656,433,462,684,477,0,0,0,0,0,0
Riverside,Iowa,ia,993,928,824,826,758,656,631,633,638,667,652,698
Riverton,Iowa,ia,304,304,333,342,331,399,472,543,590,568,583,687
Robins,Iowa,ia,3142,1806,875,726,663,426,272,205,190,110,0,0
Rock Falls,Iowa,ia,155,170,130,148,150,156,139,153,109,85,87,124
Rock Rapids,Iowa,ia,2549,2573,2601,2693,2632,2780,2640,2556,2221,2172,2005,1766
Rock Valley,Iowa,ia,3354,2702,2540,2706,2205,1693,1581,1507,1204,1347,1198,1054
Rockford,Iowa,ia,860,907,863,1012,902,941,979,1054,996,1031,916,1080
Rockwell,Iowa,ia,1039,989,1008,1039,923,772,753,779,750,800,700,830
Rockwell City,Iowa,ia,1709,2264,1981,2276,2396,2313,2333,2391,2108,2039,1528,1222
Rodman,Iowa,ia,45,56,56,86,104,144,123,170,167,158,131,147
Rodney,Iowa,ia,60,74,65,82,66,94,127,131,150,176,163,173
Roland,Iowa,ia,1284,1324,1035,1005,803,748,687,791,759,829,641,557
Rolfe,Iowa,ia,584,675,721,796,767,819,997,1122,1012,1031,954,994
Rome,Iowa,ia,117,113,124,113,135,117,134,119,144,168,155,255
Rose Hill,Iowa,ia,168,205,171,214,192,223,243,269,275,260,269,253
Rossie,Iowa,ia,70,58,68,72,91,102,112,95,85,0,0,0
Rowan,Iowa,ia,158,218,189,259,231,273,304,316,330,302,256,0
Rowley,Iowa,ia,264,290,272,275,241,234,249,233,205,0,0,0
Royal,Iowa,ia,446,479,466,522,469,475,495,426,410,362,0,0
Rudd,Iowa,ia,369,431,429,460,429,436,398,410,429,487,296,381
Runnells,Iowa,ia,507,352,306,377,354,322,307,388,367,369,428,0
Russell,Iowa,ia,554,559,531,593,591,577,566,642,571,633,612,636
Ruthven,Iowa,ia,737,711,707,769,708,712,868,832,739,809,655,787
Rutland,Iowa,ia,126,145,149,163,215,221,225,255,222,197,212,0
Ryan,Iowa,ia,361,410,382,390,343,347,362,341,369,397,511,0
Sabula,Iowa,ia,576,670,710,824,845,894,888,771,759,865,918,1029
