city_fips,st,place,p1980,p1990,p2000,p2010
1783245,Illinois,Woodridge village,22322,26256,30934,32971
1783336,Illinois,Woodson village,503,472,559,512
1783349,Illinois,Woodstock city,11725,14353,20151,24770
1783505,Illinois,Worden village,953,896,905,1044
1783518,Illinois,Worth village,11592,11208,11047,10789
1783622,Illinois,Wyanet village,1069,1017,1028,991
1783687,Illinois,Wyoming city,1614,1462,1424,1429
1783739,Illinois,Xenia village,475,424,407,391
1783765,Illinois,Yale village,129,94,97,86
1783817,Illinois,Yates City village,860,760,725,693
1783960,Illinois,York Center CDP,,4818,,
1784038,Illinois,Yorkville city,3422,3925,6189,16921
1784155,Illinois,Zeigler city,1858,1746,1669,1801
1784220,Illinois,Zion city,17861,19775,22866,24413
1800140,Indiana,Aberdeen CDP,,,,1875
1800640,Indiana,Advance town,559,520,562,477
1800748,Indiana,Akron town,1045,1001,1076,1167
1800784,Indiana,Alamo town,178,112,137,66
1800802,Indiana,Albany town,2625,2357,2368,2165
1800820,Indiana,Albion town,1637,1823,2284,2349
1800910,Indiana,Alexandria city,6028,5709,6260,5145
1800964,Indiana,Alfordsville town,132,74,112,101
1801270,Indiana,Alton town,64,57,53,55
1801288,Indiana,Altona town,263,156,198,197
1801342,Indiana,Ambia town,274,249,197,239
1801360,Indiana,Amboy town,450,370,360,384
1801396,Indiana,Americus CDP,,,,423
1801450,Indiana,Amo town,444,380,414,401
1801468,Indiana,Anderson city,64695,59459,59734,56129
1801612,Indiana,Andrews town,1243,1118,1290,1149
1801666,Indiana,Angola city,5486,5824,7344,8612
1801954,Indiana,Arcadia town,1801,1468,1747,1666
1802044,Indiana,Argos town,1547,1642,1613,1691
1802116,Indiana,Arlington CDP,,,,433
1802458,Indiana,Ashley town,841,767,1010,983
1802602,Indiana,Atlanta town,657,703,761,725
1802620,Indiana,Attica city,3841,3457,3491,3245
1802674,Indiana,Auburn city,8122,9379,12074,12731
1802782,Indiana,Aurora city,3816,3825,3965,3750
1802800,Indiana,Austin city,4857,4310,4724,4295
1802872,Indiana,Avilla town,1272,1366,2049,2401
1802890,Indiana,Avoca CDP,,,,583
1802908,Indiana,Avon town,,,6248,12446
1803142,Indiana,Bainbridge town,644,682,743,746
1803394,Indiana,Bargersville town,1647,1681,2120,4013
1803610,Indiana,Bass Lake CDP,,,1249,1195
1803664,Indiana,Batesville city,4152,4720,6033,6520
1803718,Indiana,Battle Ground town,812,806,1323,1334
1804114,Indiana,Bedford city,14410,13817,13768,13413
1804204,Indiana,Beech Grove city,13196,13383,14880,14192
1804888,Indiana,Berne city,3300,3559,4150,3999
1804978,Indiana,Bethany town,127,90,94,81
1805158,Indiana,Beverly Shores town,864,622,708,613
1805176,Indiana,Bicknell city,4713,3357,3378,2915
1805374,Indiana,Birdseye town,533,472,465,416
1800182,Indiana,Black Oak (U),,,,
1805662,Indiana,Blanford CDP,,,,342
1805716,Indiana,Bloomfield town,2705,2592,2542,2405
1805788,Indiana,Bloomingdale town,409,341,319,335
1805860,Indiana,Bloomington city,52044,60633,69291,80405
1805896,Indiana,Blountsville town,213,155,166,134
1806220,Indiana,Bluffton city,8705,9020,9536,9897
1806616,Indiana,Boonville city,6300,6724,6834,6246
1806634,Indiana,Borden town,,,818,808
1806652,Indiana,Boston town,189,159,177,138
1806706,Indiana,Boswell town,810,767,827,778
1806760,Indiana,Bourbon town,1522,1672,1691,1810
1807174,Indiana,Brazil city,7852,7640,8188,7912
1807318,Indiana,Bremen town,3565,4725,4486,4588
1807624,Indiana,Bright CDP,,3945,5405,5693
1807750,Indiana,Bristol town,1203,1133,1382,1602
1807966,Indiana,Brook town,926,899,1062,997
1808038,Indiana,Brooklyn town,889,1162,1545,1598
1808092,Indiana,Brooksburg town,132,79,74,81
1808146,Indiana,Brookston town,1701,1804,1717,1554
1808182,Indiana,Brookville town,2874,2529,2652,2596
1808416,Indiana,Brownsburg town,6242,7628,14520,21285
1808470,Indiana,Brownstown town,2704,2872,2978,2947
1808578,Indiana,Bruceville town,646,471,469,478
1808704,Indiana,Bryant town,277,273,272,252
1808812,Indiana,Buck Creek CDP,,,,207
1808992,Indiana,Buffalo CDP,,,672,692
1809136,Indiana,Bunker Hill town,984,1010,987,888
1809226,Indiana,Burket town,260,200,195,195
1809244,Indiana,Burlington town,680,568,444,603
1809316,Indiana,Burnettsville town,496,401,373,346
1809352,Indiana,Burns City CDP,,,,117
1809370,Indiana,Burns Harbor town,920,788,766,1156
1809532,Indiana,Butler city,2509,2601,2725,2684
1809622,Indiana,Butlerville CDP,,,,282
1809712,Indiana,Cadiz town,180,202,161,150
1809874,Indiana,Cambridge City town,2407,2091,2121,1870
1809910,Indiana,Camden town,618,607,582,611
1810000,Indiana,Campbellsburg town,695,606,578,585
1810036,Indiana,Canaan CDP,,,,90
1810090,Indiana,Cannelburg town,152,97,140,135
1810108,Indiana,Cannelton city,2373,1786,1209,1563
1810198,Indiana,Carbon town,307,350,334,397
1810242,Indiana,Carefree town,41,26,,
1810270,Indiana,Carlisle town,717,613,2660,692
1810342,Indiana,Carmel city,18272,25380,37733,79191
1810612,Indiana,Carthage town,886,887,928,927
1810846,Indiana,Castleton town,80,37,,
1810954,Indiana,Cayuga town,1258,1083,1109,1162
1811044,Indiana,Cedar Grove town,217,246,185,156
1811062,Indiana,Cedar Lake town,8754,8885,9279,11560
1811746,Indiana,Center Point town,242,278,292,242
1811836,Indiana,Centerville town,2284,2398,2427,2552
1811944,Indiana,Chalmers town,554,525,513,508
1812034,Indiana,Chandler town,3043,3099,3094,2887
1812124,Indiana,Charlestown city,5596,5889,5993,7585
1812376,Indiana,Chesterfield town,2701,2730,2969,2547
1812412,Indiana,Chesterton town,8531,9124,10488,13068
1812574,Indiana,Chrisney town,537,511,544,481
1812610,Indiana,Churubusco town,1638,1781,1666,1796
1812628,Indiana,Cicero town,2557,3268,4303,4812
1812898,Indiana,Clarks Hill town,653,716,680,611
1812880,Indiana,Clarksburg CDP,,,,149
1812934,Indiana,Clarksville town,15164,19833,21400,21724
1813276,Indiana,Clay City town,883,929,1019,861
1813312,Indiana,Claypool town,464,411,311,431
1813366,Indiana,Clayton town,703,610,693,972
1813438,Indiana,Clear Lake town,301,272,244,339
1813492,Indiana,Clermont town,1671,1678,1477,1356
1813582,Indiana,Clifford town,310,308,291,233
1813780,Indiana,Clinton city,5267,5040,5126,4893
1813852,Indiana,Cloverdale town,1357,1681,2243,2172
1814032,Indiana,Coalmont CDP,,,,402
1814050,Indiana,Coatesville town,474,469,516,523
1814176,Indiana,Colburn CDP,,,,193
1814284,Indiana,Colfax town,823,727,768,691
1814464,Indiana,Collegeville CDP,1059,993,865,330
1814716,Indiana,Columbia City city,5091,5706,7077,8750
1814734,Indiana,Columbus city,30614,31802,39059,44061
1814932,Indiana,Connersville city,17023,15550,15411,13481
1814986,Indiana,Converse town,1279,1144,1137,1265
1815115,Indiana,Cordry Sweetwater Lakes CDP,,,,1128
1815220,Indiana,Corunna town,304,241,254,254
1815256,Indiana,Corydon town,2724,2661,2715,3122
1815364,Indiana,Country Club Heights town,97,112,91,79
1815409,Indiana,Country Squire Lakes CDP,,,,3571
1815490,Indiana,Covington city,2883,2747,2565,2645
1815634,Indiana,Crandall town,176,147,131,152
1815652,Indiana,Crane town,297,216,203,184
1815742,Indiana,Crawfordsville city,13325,13584,15243,15915
1815994,Indiana,Cromwell town,458,520,452,512
1816084,Indiana,Crothersville town,1747,1687,1570,1591
1816138,Indiana,Crown Point city,16455,17728,19806,27317
1816156,Indiana,Crows Nest town,106,114,96,73
1816300,Indiana,Culver town,1601,1404,1539,1353
1816336,Indiana,Cumberland town,3375,4557,5500,5169
1816534,Indiana,Cynthiana town,874,669,693,545
1816624,Indiana,Dale town,1693,1553,1568,1593
1816642,Indiana,Daleville town,,1681,1658,1647
1816732,Indiana,Dana town,803,612,662,608
1816804,Indiana,Danville town,4220,4345,6418,9001
1816840,Indiana,Darlington town,811,740,854,843
1816858,Indiana,Darmstadt town,1280,1346,1313,1407
1817002,Indiana,Dayton town,781,996,1120,1420
1817722,Indiana,De Motte town,2559,2482,3234,3814
1817074,Indiana,Decatur city,8649,8644,9528,9405
1817110,Indiana,Decker town,256,281,283,249
1817614,Indiana,Delphi city,3042,2531,3015,2893
1817776,Indiana,Denver town,589,504,541,482
1817812,Indiana,Deputy CDP,,,,86
1818190,Indiana,Dillsboro town,1038,1200,1436,1327
1818550,Indiana,Dover Hill CDP,,,,114
1818658,Indiana,Dresser CDP,,,,104
1818766,Indiana,Dublin town,979,805,697,790
1818784,Indiana,Dubois CDP,,,,488
1818892,Indiana,Dugger town,1118,936,955,920
1818982,Indiana,Dune Acres town,291,263,213,182
1819054,Indiana,Dunkirk city,3180,2739,2646,2362
1819072,Indiana,Dunlap CDP,5397,5705,5887,6235
1819162,Indiana,Dunreith town,184,205,184,177
1819180,Indiana,Dupont town,392,391,392,339
1819270,Indiana,Dyer town,9555,10923,13895,16390
1819450,Indiana,Earl Park town,469,443,485,348
1819486,Indiana,East Chicago city,39786,33892,32414,29698
1819576,Indiana,East Enterprise CDP,,,,148
1800690,Indiana,East Gary,,,,
1819756,Indiana,East Germantown town,438,372,243,410
1820080,Indiana,Eaton town,1804,1614,1603,1805
1820152,Indiana,Economy town,237,151,200,187
1820332,Indiana,Edgewood town,2215,2057,1988,1913
1820404,Indiana,Edinburgh town,4856,4536,4505,4480
1820458,Indiana,Edwardsport town,459,380,363,303
1820638,Indiana,Elberfeld town,640,635,636,625
1820674,Indiana,Elizabeth town,178,153,137,162
1820692,Indiana,Elizabethtown town,603,495,391,504
1820728,Indiana,Elkhart city,41305,43627,51874,50949
1820800,Indiana,Ellettsville town,3328,3275,5078,6378
1820998,Indiana,Elnora town,756,679,721,640
1821070,Indiana,Elwood city,10867,9494,9737,8614
1821124,Indiana,Emison CDP,,,,154
1821214,Indiana,English town,633,614,673,645
1821502,Indiana,Etna Green town,522,578,663,586
1822000,Indiana,Evansville city,130496,126272,121582,117429
1822396,Indiana,Fairland town,,1348,1276,315
1822432,Indiana,Fairmount town,3286,3130,2992,2954
1822576,Indiana,Fairview Park town,1545,1446,1496,1386
1822738,Indiana,Farmersburg town,1240,1159,1180,1118
1822792,Indiana,Farmland town,1560,1412,1456,1333
1822990,Indiana,Ferdinand town,2192,2318,2277,2157
1823188,Indiana,Fillmore town,,497,545,533
1823386,Indiana,Fish Lake CDP,,,,1016
1823278,Indiana,Fishers town,2008,7508,37835,76794
1823692,Indiana,Flora town,2303,2179,2227,2036
1823728,Indiana,Florence CDP,,,,80
1823854,Indiana,Fontanet CDP,,,,423
1824250,Indiana,Fort Branch town,2504,2447,2320,2771
1825000,Indiana,Fort Wayne city,172196,173072,205727,253691
1824286,Indiana,Fortville town,2787,2690,3444,3929
1825090,Indiana,Fountain City town,839,766,735,796
1825180,Indiana,Fowler town,2319,2333,2415,2317
1825198,Indiana,Fowlerton town,300,306,298,261
1825288,Indiana,Francesville town,944,969,905,879
1825306,Indiana,Francisco town,612,560,543,469
1825324,Indiana,Frankfort city,15168,14754,16662,16422
1825450,Indiana,Franklin city,11563,12907,19463,23712
1825702,Indiana,Frankton town,2080,1736,1905,1862
1825720,Indiana,Fredericksburg town,233,155,92,85
1825810,Indiana,Freelandville CDP,,,,643
1825864,Indiana,Freetown CDP,,,,385
1825882,Indiana,Fremont town,1180,1407,1696,2138
